checkId,name,category,psSourceFile:line,psCallsNearby,graphEndpointsNearby,keepDrop,saasEndpointOrPortal,requiredAppRole
DEFENDER-ZAP-001,Ensure Zero-hour auto purge for Microsoft Teams is on,ZAP,Security/DefenderPresetZapChecks.ps1:105,Get-AtpPolicyForO365; Get-Command,,"Drop — PS-only (no Graph, portal remediation)",Portal: Microsoft Defender portal,— (portal remediation)
ENTRA-ADMIN-003,Ensure two emergency access accounts have been defined,ADMIN,Entra/EntraAdminRoleChecks.ps1:522,Get-StrykerIncidentReadiness; Invoke-MgGraphRequest,"""/v1.0/directoryRoles/roleTemplateId=$gaRoleTemplateId/members?`$select=id,displayName,userPrincipalName""",Keep — Graph exists,"""/v1.0/directoryRoles/roleTemplateId=$gaRoleTemplateId/members?`$select=id,displayName,userPrincipalName""",TBD Graph
ENTRA-ADMINROLE-SEPARATION-001,Ensure Admin Accounts are Separated from Daily-Use Accounts,ADMINROLE,Entra/Get-EntraAdminRoleSeparationConfig.ps1:101,Invoke-MgGraphRequest,"""/v1.0/users/$userId/licenseDetails""",Keep — Graph exists,"""/v1.0/users/$userId/licenseDetails""",TBD Graph
ENTRA-APPS-002,App registrations with dangerous Intune write permissions,APPS,Security/Get-StrykerIncidentReadiness.ps1:381,Invoke-SafeGraphRequest; Get-MgServicePrincipal,"""/v1.0/applications?`$select=id,appId,displayName,requiredResourceAccess&`$top=999""",Keep — Graph exists,"""/v1.0/applications?`$select=id,appId,displayName,requiredResourceAccess&`$top=999""",TBD Graph
ENTRA-APPS-003,Ensure legacy MSOL and Azure AD PowerShell module access is blocked,APPS,,,PATCH https://graph.microsoft.com/v1.0/policies/authorizationPolicy,Keep — Graph exists (remediation.graph),PATCH https://graph.microsoft.com/v1.0/policies/authorizationPolicy,Directory.Read.All / Policy.Read.All
ENTRA-AUTHMETHOD-005,Ensure authentication methods policy is fully migrated to the converged policy,AUTHMETHOD,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-AUTHMETHOD-006,Ensure suspicious activity reporting is enabled for MFA prompts,AUTHMETHOD,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-AUTHMETHOD-007,Ensure Temporary Access Pass authentication method is enabled,AUTHMETHOD,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-AUTHMETHOD-008,Ensure Temporary Access Pass is configured as single-use only,AUTHMETHOD,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-BREAKGLASS-001,No break-glass emergency access account detected,BREAKGLASS,Entra/EntraAdminRoleChecks.ps1:523,Get-StrykerIncidentReadiness; Invoke-MgGraphRequest,"""/v1.0/directoryRoles/roleTemplateId=$gaRoleTemplateId/members?`$select=id,displayName,userPrincipalName""",Keep — Graph exists,"""/v1.0/directoryRoles/roleTemplateId=$gaRoleTemplateId/members?`$select=id,displayName,userPrincipalName""",TBD Graph
ENTRA-BREAKGLASS-002,Ensure emergency access account activity is monitored,BREAKGLASS,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-CA-001,Enable Conditional Access policies to block legacy authentication,CA,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-CA-SESSIONFREQ-001,Ensure Conditional Access Enforces Session Sign-In Frequency,SESSIONFREQ,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-CONSENT-005,Ensure admin consent request has designated reviewers configured,CONSENT,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-CONSENT-006,Ensure admin consent request sends email notifications to reviewers,CONSENT,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-GROUP-004,Dynamic groups with user-controllable membership rules in privileged contexts,GROUP,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-GROUP-005,Sensitive groups not protected with role-assignable flag,GROUP,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-GROUP-006,Public M365 groups count,GROUP,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-HYBRID-002,On-premises synced users holding Tier-0/1 Entra roles,HYBRID,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-MFA-002,Percentage of users without MFA method registered,MFA,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PIM-006,Tier-0 role activation duration exceeds 4 hours,PIM,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PIM-007,Justification not required on Tier-0 role activation,PIM,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PIM-008,MFA not required on Tier-0 role activation,PIM,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PIM-009,Permanent eligible assignments allowed for Tier-0 roles,PIM,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PIM-010,No admin notification on Tier-0 role activation,PIM,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-PRIVREMOTE-001,Ensure privileged commands require PIM activation for remote access,PRIVREMOTE,Entra/Get-EntraPrivRemoteConfig.ps1:120,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-ROLEGROUP-001,Unprotected groups in privileged role assignments,ROLEGROUP,Security/Get-StrykerIncidentReadiness.ps1:320,Get-MgDirectoryRole; Invoke-MgGraphRequest,"""/v1.0/directoryRoles/$($role.Id)/members""; ""/v1.0/groups/$($member.id)/members/`$count""",Keep — Graph exists,"""/v1.0/directoryRoles/$($role.Id)/members""; ""/v1.0/groups/$($member.id)/members/`$count""",TBD Graph
ENTRA-SESSION-001,Ensure the option to remain signed in is hidden,SESSION,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-SESSIONAUTH-001,Ensure Legacy Authentication Protocols are Blocked to Protect Session Authenticity,SESSIONAUTH,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-SOD-001,Ensure separation of duties for critical admin roles,SOD,Entra/Get-EntraSoDConfig.ps1:101,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-SSPR-002,SSPR enabled for admin accounts,SSPR,,,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-STALEADMIN-001,Admin accounts inactive for more than 90 days,STALEADMIN,Security/Get-StrykerIncidentReadiness.ps1:111,Get-AdminMap; Get-MgDirectoryRole; Get-MgDirectoryRoleMemberAsUser; Get-Date,"""/v1.0/users?`$filter=id in ($idFilter)&`$select=id,displayName,userPrincipalName,signInActivity""",Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-SYNCADMIN-001,On-premises synced admin accounts (compromise path),SYNCADMIN,Security/Get-StrykerIncidentReadiness.ps1:203,Get-AdminMap,,Keep — Graph exists (Entra),"Graph /policies/*, /roleManagement/directory/*, /groups, /organization",Policy.Read.All / RoleManagement.Read.Directory / Group.Read.All
ENTRA-TOU-001,Ensure Terms of Use agreement policy is configured,TOU,Entra/Get-EntraTouConfig.ps1:75,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
EXO-ADDINS-001,Ensure users installing Outlook add-ins is not allowed,ADDINS,Exchange-Online/Get-ExoSecurityConfig.ps1:363,Get-RoleAssignmentPolicy; Get-HostedConnectionFilterPolicy,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-ANTIPHISH-001,Anti-Phishing Policy Configuration,ANTIPHISH,,,,"Drop — PS-only (no Graph, portal remediation)",Portal: SharePoint/Teams admin center,— (portal remediation)
EXO-ANTISPAM-001,Anti-Spam Policy Configuration,ANTISPAM,,,,"Drop — PS-only (EXO cmdlet, no Graph)",Portal: Exchange admin center > Threat policies,— (portal remediation)
EXO-AUDIT-001,Ensure 'AuditDisabled' organizationally is set to 'False',AUDIT,Exchange-Online/Get-ExoSecurityConfig.ps1:79,Get-OrganizationConfig; Invoke-MgGraphRequest,'/v1.0/subscribedSkus',Keep — Graph exists,'/v1.0/subscribedSkus',TBD Graph
EXO-AUDIT-002,Ensure 'AuditBypassEnabled' is not enabled on mailboxes,AUDIT,Exchange-Online/Get-ExoSecurityConfig.ps1:313,Get-MailboxAuditBypassAssociation; Get-TransportConfig,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-AUDIT-003,Ensure mailbox audit actions are configured,AUDIT,Exchange-Online/Get-ExoSecurityConfig.ps1:470,Get-Mailbox,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-AUTH-001,Ensure modern authentication for Exchange Online is enabled,AUTH,Common/SecurityConfigHelper.ps1:127,,,"Drop — PS-only (no Graph, portal remediation)",Portal: SharePoint/Teams admin center,— (portal remediation)
EXO-AUTH-002,Ensure SMTP AUTH is disabled,AUTH,Exchange-Online/Get-ExoSecurityConfig.ps1:336,Get-TransportConfig; Get-RoleAssignmentPolicy,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-CONNFILTER-001,Ensure the connection filter IP allow list is not used,CONNFILTER,Exchange-Online/Get-ExoSecurityConfig.ps1:392,Get-HostedConnectionFilterPolicy,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-CONNFILTER-002,Ensure the connection filter safe list is off,CONNFILTER,Exchange-Online/Get-ExoSecurityConfig.ps1:405,Get-TransportRule,,"Drop — PS-only, Skipped(not_implemented)",Portal: Exchange admin center,— (portal remediation)
EXO-DIRECTSEND-001,Ensure Direct Send is not allowed for unauthorized relay,DIRECTSEND,Exchange-Online/Get-ExoSecurityConfig.ps1:602,Get-Command; Get-InboundConnector,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-DKIM-001,DKIM Signing Configuration,DKIM,,,,"Drop — PS-only (no Graph, portal remediation)",Portal: SharePoint/Teams admin center,— (portal remediation)
EXO-EXTTAG-001,Ensure email from external senders is identified,EXTTAG,Exchange-Online/Get-ExoSecurityConfig.ps1:198,Get-ExternalInOutlook,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-FORWARD-001,Ensure all forms of mail forwarding are blocked and/or disabled,FORWARD,Exchange-Online/Get-ExoSecurityConfig.ps1:236,Get-ExternalInOutlook; Get-RemoteDomain; Get-OwaMailboxPolicy,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-HIDDEN-001,Ensure no user mailboxes are hidden from the Global Address List,HIDDEN,Exchange-Online/Get-ExoSecurityConfig.ps1:652,Get-EXOMailbox; Get-Mailbox,,"Drop — PS-only, Skipped(not_implemented)",Portal: Exchange admin center,— (portal remediation)
EXO-MAILTIPS-001,Ensure MailTips are enabled for end users,MAILTIPS,Exchange-Online/Get-ExoSecurityConfig.ps1:139,,,"Drop — PS-only (no Graph, portal remediation)",Portal: SharePoint/Teams admin center,— (portal remediation)
EXO-MALWARE-001,Malware Filter Policy Configuration,MALWARE,,,,"Drop — PS-only (EXO cmdlet, no Graph)",Portal: Exchange admin center > Threat policies,— (portal remediation)
EXO-OWA-001,Ensure additional storage providers are restricted in Outlook on the web,OWA,Exchange-Online/Get-ExoSecurityConfig.ps1:259,Get-OwaMailboxPolicy; Get-SharingPolicy,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-SHARING-001,Ensure 'External sharing' of calendars is not available,SHARING,Exchange-Online/Get-ExoSecurityConfig.ps1:288,Get-SharingPolicy; Get-MailboxAuditBypassAssociation,,Drop — PS-only (EXO/CS cmdlet),Portal: Exchange/Teams admin center,— (portal remediation)
EXO-TRANSPORT-001,Ensure mail transport rules do not whitelist specific domains,TRANSPORT,Exchange-Online/Get-ExoSecurityConfig.ps1:433,Get-TransportRule,,"Drop — PS-only, Skipped(not_implemented)",Portal: Exchange admin center,— (portal remediation)
EXO-TRANSPORT-002,Transport Rule Configuration for External Forwarding,TRANSPORT,,,,"Drop — PS-only (no Graph, portal remediation)",Portal: SharePoint/Teams admin center,— (portal remediation)
FORMS-CONFIG-003,Ensure external users cannot view form results,CONFIG,Collaboration/Get-FormsSecurityConfig.ps1:101,,,Keep — Graph exists (Sites/Teams),Graph /admin/forms/settings,OrgSettings-Forms.Read.All
FORMS-CONFIG-006,Ensure Bing image and video search is disabled in Forms,CONFIG,Collaboration/Get-FormsSecurityConfig.ps1:140,,,Keep — Graph exists (Sites/Teams),Graph /admin/forms/settings,OrgSettings-Forms.Read.All
INTUNE-APPCONTROL-001,Ensure application control policies restrict unauthorized software,APPCONTROL,Intune/Get-IntuneAppControlConfig.ps1:80,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-AUTODISC-001,Ensure automated device discovery and enrollment is configured,AUTODISC,Intune/Get-IntuneAutoDiscConfig.ps1:77,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-ENCRYPTION-001,Device Encryption Policy,ENCRYPTION,,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-ENROLLMENT-001,Device Enrollment Restrictions,ENROLLMENT,,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-FIPS-001,Ensure FIPS-validated cryptography is enforced on managed devices,FIPS,Intune/Get-IntuneFipsConfig.ps1:86,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-INVENTORY-001,Ensure Intune serves as authoritative device inventory with categories,INVENTORY,Common/Build-IntuneOverviewHtml.ps1:62,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-MAA-001,Multi-Admin Approval not enabled for destructive operations,MAA,Security/Get-StrykerIncidentReadiness.ps1:450,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-MOBILECODE-001,Ensure PowerShell Execution Policy Restricts Script Execution on Managed Devices,MOBILECODE,,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-MOBILEENCRYPT-001,Ensure mobile device compliance policies require encryption,MOBILEENCRYPT,Intune/Get-IntuneMobileEncryptConfig.ps1:79,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-PORTSTORAGE-001,Ensure portable storage devices are restricted on external systems,PORTSTORAGE,Intune/Get-IntunePortStorageConfig.ps1:73,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-RBAC-001,RBAC role assignments without scope tags,RBAC,Security/Get-StrykerIncidentReadiness.ps1:495,Invoke-MgGraphRequest,"""/v1.0/deviceManagement/roleDefinitions""; ""/v1.0/deviceManagement/roleDefinitions/$($roleDef.id)/roleAssignments""",Keep — Graph exists,"""/v1.0/deviceManagement/roleDefinitions""; ""/v1.0/deviceManagement/roleDefinitions/$($roleDef.id)/roleAssignments""",TBD Graph
INTUNE-REMOTEVPN-001,Ensure Always-On VPN Is Configured for Managed Remote Devices,REMOTEVPN,Intune/Get-IntuneAlwaysOnVpnConfig.ps1:104,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-REMOVABLEMEDIA-001,Ensure Removable Media Use is Blocked on Managed Devices,REMOVABLEMEDIA,Intune/Get-IntuneRemovableMediaConfig.ps1:76,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
INTUNE-SECURITY-001,Device Compliance Policy Baseline,SECURITY,,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-UPDATE-001,Windows Update Ring Configuration,UPDATE,,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-VPNCONFIG-001,Ensure VPN Split Tunneling is Prevented on Managed Devices,VPNCONFIG,Intune/Get-IntuneVpnSplitTunnelConfig.ps1:102,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-WIFI-001,Ensure WiFi Enterprise Authentication and Encryption on Managed Devices,WIFI,Intune/Get-IntuneWifiEapConfig.ps1:104,,,Keep — Graph exists (deviceManagement),"Graph /deviceManagement/managedDevices, /deviceConfigurations",DeviceManagementManagedDevices.Read.All
INTUNE-WIPEAUDIT-001,Mass device wipe activity detected (attack indicator),WIPEAUDIT,Security/Get-StrykerIncidentReadiness.ps1:654,Get-Date; Invoke-MgGraphRequest,"""/v1.0/deviceManagement/auditEvents?`$filter=activityDateTime ge $startDate and (activityType eq '",Keep — Graph exists,"""/v1.0/deviceManagement/auditEvents?`$filter=activityDateTime ge $startDate and (activityType eq '",TBD Graph
PBI-API-001,Ensure access to APIs by Service Principals is restricted in Power BI,API,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-AUTH-001,Ensure 'Block ResourceKey Authentication' is 'Enabled' in Power BI,AUTH,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-CONTENT-001,Ensure guest access to content is restricted in Power BI,CONTENT,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-GUEST-001,Ensure guest user access is restricted in Power BI,GUEST,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-INVITE-001,Ensure external user invitations are restricted in Power BI,INVITE,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-LABELS-001,Ensure 'Allow users to apply sensitivity labels for content' is 'Enabled' in Power BI,LABELS,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-LINK-001,Ensure shareable links are restricted in Power BI,LINK,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-PROFILE-001,Ensure Service Principals cannot create and use profiles in Power BI,PROFILE,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-PUBLISH-001,Ensure 'Publish to web' is restricted in Power BI,PUBLISH,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-SCRIPT-001,Ensure 'Interact with and share R and Python' visuals is 'Disabled' in Power BI,SCRIPT,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-SHARING-001,Ensure enabling of external data sharing is restricted in Power BI,SHARING,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-TENANT-001,Power BI External Sharing Configuration,TENANT,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-TENANT-002,Power BI Publish to Web Configuration,TENANT,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PBI-TENANT-003,Power BI Guest Access Configuration,TENANT,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
POWERBI-SERVICEPRINCIPAL-001,"Ensure service principals are restricted from creating Power BI workspaces, connections and deployment pipelines",CONFIG,,,,Drop (deduped 06b-02 canonical 11),Alias to POWERBI-* via canonicalRegistryChecks,—
PURVIEW-AUDIT-001,Unified Audit Logging Enabled,AUDIT,,,,"Drop — PS-only (Purview SCC/PowerShell, no Graph parity)",Portal: Purview compliance portal,— (portal remediation)
SPO-ACCESS-001,Conditional Access policy coverage for SharePoint,ACCESS,Collaboration/Get-SharePointSecurityConfig.ps1:891,Get-SPOSite; Get-SPOSiteAdministrator,,"Drop — PS-only, Skipped(not_implemented)",Portal: SharePoint/Teams admin,— (portal remediation)
SPO-ACCESS-002,Unmanaged device sync restriction,ACCESS,Collaboration/Get-SharePointSecurityConfig.ps1:947,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
SPO-B2B-001,Ensure SharePoint and OneDrive integration with Azure AD B2B is enabled,B2B,Collaboration/Get-SharePointSecurityConfig.ps1:564,Invoke-MgGraphRequest,,Keep — Graph exists,Invoke-MgGraphRequest,TBD Graph
SPO-CUIACCESS-001,Ensure SharePoint External Sharing Restricts Access to CUI on Digital Media,CUIACCESS,,,,Keep — Graph exists (Sites/Teams),Graph /sites/getAllSites or /teams,Sites.Read.All
